index	input	target
30052	jangan!	Anda akan memukul kami!
30054	Ayo pergi .	dia tidak begitu baik, kan?
30062	tidak Tanpamu ! ! !	pergi! ! !
30063	pergi! pergi!	tidak Tanpamu ! ! !
30067	Ayo pergi !	tunggu god-dammit!
30069	tahan!	whoa!
30071	ada senapan dan senapan di sini.	tidak apa-apa .
30078	apakah kita berhasil?	kupikir --
30080	kita harus tetap bersama di sana.	dengan senang hati .
30086	namanya adalah charlie.	oh . . .
30087	benar	namanya adalah charlie.
30088	kita semua harus kuat, bukan?	benar
30090	saya baik-baik saja, saya benar-benar.	aku mengagumi kekuatanmu.
30091	Anda tahu Anda tidak harus melakukan ini.	saya baik-baik saja, saya benar-benar.
30105	apa yang kita katakan tentang berbohong?	saya tidak berbohong .
30106	baiklah. . .	apa yang kita katakan tentang berbohong?
30107	Apakah kau berbohong padaku ?	baiklah. . .
30108	satu, baiklah. . .	Apakah kau berbohong padaku ?
30119	isi ulang minuman saya, bisakah, bob?	Apa yang kamu lakukan ?
30120	frances ? oh no .	isi ulang minuman saya, bisakah, bob?
30139	saya kira begitu, Pak.	struktur tulang yang sangat halus.
30143	Selamat pagi pak . bebe!	siapa ini ?
30149	tapi saya peduli dengan segalanya, mr. bebe.	tidak, saya khawatir dengan semuanya.
30158	itu frances. saya bukan buku masak.	Anda lihat: kita harus mengubah nama itu.
30180	Nyonya . . . ?	Terima kasih .
30181	apa ?	Nyonya . . . ?
30182	bagus . berikan itu pada mereka.	apa ?
30186	kamu takut !	saya tidak!
30187	saya tidak!	kamu takut !
30188	menghadapinya ! akui itu! kamu lemah!	saya tidak!
30192	apa kata clifford?	sekarang kita harus praktis.
30193	aku tahu tetapi --	apa kata clifford?
30198	siapa ?	seorang aktris .
30206	dia tidak di sini .	oh .
30209	halo, harold.	frances.
30218	dapatkan pakaianmu, nona -	keluar !
30225	hei, di mana api, saudara perempuan?	di mataku, petugas.
30239	tanpa saya .	konfrontasi.
30240	. . .iya nih .	tanpa saya .
30249	semacam.	sudah ada beberapa panggilan.
30250	kamu belajar baris kamu?	semacam.
30255	harry!	aku harus pergi sekarang.
30274	aku tahu kamu percaya itu.	. . bukan?
30286	tidak .	apakah kamu seorang pecandu narkoba?
30293	tolong, francie. . .	ayah!
30317	kamu benar-benar ingin pergi?	tentu saja .
30332	saya tidak banyak berhubungan dengan itu.	Anda menulisnya, bukan?
30337	Selamat tinggal sayang .	sampai jumpa minggu depan, ayah.
30344	aku akan kembali ke hotel.	bagus
30354	roti ?	Terima kasih .
30358	oh, kurt !	oh angela, saya sendiri. . . angela!
30366	lima belas.	alamat?
30367	umur?	lima belas.
30379	astaga! Anda akan mematahkan banyak hati.	mereka akan memperbaiki.
30383	Anda terdengar seolah-olah Anda membencinya.	tidak, aku tidak membencinya.
30386	jangan pergi ke hollywood.	kenapa?
30387	kenapa . . iya nih .	jangan pergi ke hollywood.
30397	itu akan baik-baik saja.	hanya sedikit jalan.
30401	tidak .	tidak, kami tidak.
30413	yakin saya lakukan, itulah mengapa saya di sini.	bagaimana saya melihatnya?
30430	kemana ?	oh harry. . .
30432	aku mencintaimu, harry. Aku cinta kamu .	aku juga mencintaimu, frances.
30435	siapa ?	frances, ini aku, harry?
30440	frances, kamu gila.	aku tahu . jangan bilang siapa-siapa.
30446	apa itu ?	Maukah Anda menikah dengan saya ?
30447	hanya ada satu hal lagi.	apa itu ?
30453	kenapa kamu selalu meninggalkanku, harry?	huh ?
30461	apa itu ?	kamu tidak boleh minum.
30464	kamu tahu sesuatu, harry?	saya kira .
30475	betul .	. . .mengambil keuntungan dari saya.
30493	tidak, harry, saya tidak bisa -	kamu datang .
30500	saya mengambil putaran awal.	saya akan bertaruh .
30508	pikir saya akan memiliki gelas.	silahkan . semua orang punya.
30509	apa yang tersisa dari darahku.	pikir saya akan memiliki gelas.
30519	harry? harry, dimana kamu? !	yesus, frances, bagaimana kau menemukanku?
30521	saya serius, frances. ini penting .	aku tahu .
30527	kamu akan, harry york.	ayolah, cinderella, labu Anda menunggu.
30548	serius, ya?	ya
30576	kamu tidak tahu apa yang kamu inginkan.	ya
30586	apa ?	diam-diam .
30593	tambah.	jangan jadi tikus, harry.
30595	aku hanya ingin melihat bagaimana penampilanmu.	bagaimana saya melihat?
30596	yah? apa yang kamu pikirkan?	aku hanya ingin melihat bagaimana penampilanmu.
30597	kamu pikir aku akan merindukannya?	yah? apa yang kamu pikirkan?
30598	hai, harry. apakah kamu melihat permainannya?	kamu pikir aku akan merindukannya?
30600	harry.	harry.
30627	Sial!	lari!
30630	ya	apa yang kamu lakukan?
30635	iya nih .	kemana kamu pergi?
30654	. . Apakah itu tidak benar?	siapa yang menulis kalimat pria ini?
30663	kamu pikir aku mengerti?	kamu mendapatkannya.
30673	tetapi saya ingin. Saya mencoba !	aku butuh pembakar! seorang pembakar!
30716	saya tidak ingin kamu minum, frances.	ya, mama.
30721	yakin .	katakan kamu berjanji.
30722	pada satu. janji ?	yakin .
30724	aku akan menyiapkan makan siang dengan satu.	aku akan kembali .
30725	tidak lama .	aku akan menyiapkan makan siang dengan satu.
30726	berapa lama kamu akan berada?	tidak lama .
30727	untuk jalan-jalan, mama. hanya berjalan-jalan.	berapa lama kamu akan berada?
30731	saya pikir saya butuh sedikit udara.	apa yang salah ?
30735	baiklah, siapa yang ada di sini. . . ?	frances, Anda ingat pengacara saya, gaya alma?
30737	apa ?	pergi. . .
30739	Ini surat penggemar Anda, adik kecil.	kau bunuh aku, mama.
30740	lalu mengapa kamu membawa mereka?	Ini surat penggemar Anda, adik kecil.
30753	saya tidak peduli.	. . .kamu akan .
30766	tidak sayang ku . Anda pasti salah.	oh omong kosong.
30769	tidakkah saya mengenal anda?	saya tidak percaya begitu.
30770	iya nih . . . ?	tidakkah saya mengenal anda?
30771	permisi .	iya nih . . . ?
30774	kata symington. . .	membiusnya.
30780	dr. symington, seberapa besar penismu?	huh ?
30788	oh untuk kristus. . .	Maafkan saya . dia salah paham, itu saja.
30801	apakah ada yang lain?	Anda tidak mengatakan 'symington says'.
30806	semua ini adalah lelucon!	tetap tenang, tolong.
30808	. . Apakah kamu benar-benar mengatakan itu?	hanya lelucon kecil, nona petani.
30811	dan apakah itu ?	normal. rata-rata.
30824	terima kasih hampir tidak diperlukan.	aw, sial, ma'am. t'weren't tidak apa-apa.
30825	apakah saya harus mengatakan 'terima kasih'?	terima kasih hampir tidak diperlukan.
30828	tidak! tidak!	bagus! karena, saudara, itu kamu!
30835	apa ?	'tidak bisa disembuhkan'
30846	dan dia mengantarku ke tambang.	lalu mengapa menangis untuknya?
30847	Anda mengantarnya ke siksaannya.	dan dia mengantarku ke tambang.
30852	iya nih .	saya sedang menonton.
30853	kamu bersamanya di akhir.	iya nih .
30858	iya nih . sangat dekat	kenapa kamu tidak pergi ke mereka?
30859	teman-teman? apakah mereka tinggal di sekitar sini?	iya nih . sangat dekat
30861	Anda orang buangan.	iya nih . Saya telah mencari teman-teman saya.
30863	tidak boleh seburuk itu.	lebih buruk .
30869	bagus	musik ? atau apinya?
30874	dia cantik .	dia bukan untukmu.
30878	tidak . saya menarik garis.	Anda akan menghormati janji Anda kepada saya!
30881	otak . ekstremitas.	ini tidak diambil dari kuburan.
30882	apa ini ?	otak . ekstremitas.
30884	kenapa . . dia?	tubuhnya menyenangkan saya.
30894	ada sesuatu yang saya inginkan. seorang teman .	teman?
30896	maka mungkin saya percaya pada kejahatan setelah semua.	apa yang dapat saya ?
30908	jahat? apakah kamu percaya pada kejahatan?	saya melihatnya di depan saya.
30909	beraninya kamu. kamu menjijikkan dan jahat.	jahat? apakah kamu percaya pada kejahatan?
30915	bunuh aku dan lakukan dengan itu.	membunuhmu ? bukan itu.
30922	Apakah kamu baik-baik saja ?	baik .
30927	aku juga sudah	saya harus pergi . saya harus pergi hari ini.
30930	tidak ada . tetap tidak ada .	sudah berbulan-bulan. tidak seperti dia.
30934	Anda menari begitu indah bersama.	dan kamu terlihat sangat cantik.
30936	memalukan! apa yang akan ibumu katakan?	satu-dua-tiga, satu-dua-tiga, berputar-putar-dua-tiga. . .
30937	elizabeth, sungguh! dia cukup gila!	memalukan! apa yang akan ibumu katakan?
30941	william miskin! air mata yang marah!	disana disana . . . shhh. . .
30951	pemenang!	buka pintu ini untuk tidak ada!
30952	saya telah menunggu ini sejak itu.	pemenang!
30955	kakak dan adik tidak lagi.	sekarang suami dan istri.
30972	saya pikir saya tidak akan pernah bertemu lagi!	saya baik-baik saja . saya aman,
30981	pemenang. Aku cinta kamu,	elizabeth. saya lebih dari saudara perempuan.
30984	keputusan Anda . untuk kita .	aku memberimu jiwaku. . .
30985	keputusan kami. bersama.	keputusan Anda . untuk kita .
30986	tidak selemah saya.	keputusan kami. bersama.
30987	kamu membuatku lemah.	tidak selemah saya.
30989	hanya kamu .	saya akan berada di sini ketika Anda kembali.
30993	aku ingin menjadi suamimu.	aku ingin menjadi istrimu.
30994	saudara laki-laki dan perempuan masih?	aku ingin menjadi suamimu.
30995	apa itu yang membuatnya sangat enak?	saudara laki-laki dan perempuan masih?
30998	aku mencintaimu sepanjang hidupku	sepanjang hidupku aku sudah tahu.
31001	saya harus melakukan lebih baik dari itu.	kamu akan . apa yang kamu inginkan, pemenang?
31004	ayah sangat bangga.	dan kau ?
31005	cukup banyak, bukan?	ayah sangat bangga.
31006	mencium udara. hebat .	cukup banyak, bukan?
31020	apakah kamu yakin itu tidak bisa menyakiti kita?	tidak ada yang bisa . tidak pernah .
31022	jangan menangis, elizabeth.	bukan?
31031	itu akan menghantam kita.	itu tidak akan berani.
31033	profesor?	ya Tuhan .
31035	tidak . tapi suatu hari nanti.	syukurlah. kita akan kehilangan pekerjaan.
31036	apakah Anda meramalkan ini terjadi dalam kehidupan kita?	tidak . tapi suatu hari nanti.
31043	hanya jika kau memberitahuku siapa dia.	aku berhutang padamu itu. selesai.
31052	tempat yang bagus.	terima kasih, henry.
31057	segala sesuatu di moderasi, clerval.	tidak ada di moderasi, frankenstein.
31081	Saya membenci monopoli dewa.	itu penghujatan!
31082	kamu tidak bisa. kematian adalah kehendak Tuhan!	Saya membenci monopoli dewa.
31094	hanya Anda yang akan memikirkan itu!	seseorang harus melakukannya!
31105	bisakah kamu memikirkan alasan yang lebih baik?	cukup sedikit .
31106	wanita tua kaya dan putri mereka?	bisakah kamu memikirkan alasan yang lebih baik?
31114	sebagai march hare.	Apakah Anda memiliki saya?
31115	saya tidak marah .	sebagai march hare.
31117	Aku baru saja membersihkan tenggorokanku.	Baiklah kalau begitu .
31129	siapa namamu ?	victor frankenstein, pak. dari geneva.
31130	atau albertus magnus. cornelius agrippa. . .	siapa namamu ?
31131	paracelsus?	atau albertus magnus. cornelius agrippa. . .
31139	pemenang. dia berusaha bersikap ramah.	ketegangan itu terbukti.
31159	pemenang, jelaskan dirimu.	krempe memiliki cara memprovokasi amarah saya.
31160	profesor waldman.	pemenang, jelaskan dirimu.
31170	kamu tahu itu?	laki-laki Anda benar takut.
31178	apakah kamu seorang dokter?	bagaimana kamu bisa berada di sini?
31179	radang dingin. gangren. diagnosis sederhana.	apakah kamu seorang dokter?
31180	saya m . . . sekarat.	radang dingin. gangren. diagnosis sederhana.
31183	kita harus pergi sekarang.	mungkin kita harus menunggu mr. christy.
31185	si pembunuh masih di luar sana.	aku akan melindungimu .
31194	selamat malam, alice.	selamat malam, brenda.
31199	melvin pasti.	saya ceroboh.
31204	apa yang kamu lihat?	saya tidak tahu. marcie membuatku paranoid.
31208	Jumat depan .	terima kasih, alice.
31213	ada alasan tertentu?	hanya perasaan . bukan masalah pribadi.
31223	apa masalahnya ?	basah. saya tidak tahu.
31226	sudah mati. coba telepon umum.	apakah kamu punya uang receh? seperempat ?
31229	jack?	marcie?
31232	mereka pergi sekarang.	aku akan memeriksa brenda.
31233	dimana?	mereka pergi sekarang.
31236	kedengarannya seperti brenda.	aku akan pergi melihatnya.
31237	tidak bisa mendengar apa pun melalui angin dan hujan itu.	kedengarannya seperti brenda.
31238	saya tidak mendengarnya lagi.	tidak bisa mendengar apa pun melalui angin dan hujan itu.
31240	membantu Anda membersihkan?	tentu saja.
31245	jack dan marcie akan basah kuyup.	tidak jika mereka ada di mana saya pikir mereka.
31255	apa yang akan kamu lakukan ketika kamu pergi dari sini?	saya tidak tahu.
31259	pembuat film .	artis .
31266	ya Tuhan . . .	Anda baik-baik saja ?
31267	batal	ya Tuhan . . .
31285	ayo kembali, barry. . .	aku sangat membutuhkanmu, claudette.
31288	tidak, mereka tidak akan melakukannya. . .	seseorang ada di sana, barry.
31290	claudette. . .	seseorang akan melihat.
31292	saya tidak akan tahu.	Oh kamu . . .
31294	Anda tahu apa yang saya katakan.	saya tidak bisa, barry. . .
31295	saya berarti segalanya.	Anda tahu apa yang saya katakan.
31296	kamu bilang kami spesial.	saya berarti segalanya.
31298	Anda baru saja memiliki beberapa tembakan keberuntungan.	dimana ned?
31300	kesempatan untuk membalas dendam?	saya akan melihat Anda lima poin.
31302	gulung dia!	dapatkan di belakangnya lebih banyak.
31304	apa itu ?	apakah itu macet?
31310	Anda menyelamatkan hidup saya .	saya harus .
31316	bantu aku?	tentunya .
31318	apa apaan ?	dari mana kamu mendapatkan barang-barang itu?
31338	jack?	pelatih, direktur atletik di suatu tempat.
31343	kadang saya hanya berpikir tentang mencium wanita.	Atau!
31344	ha!	kadang saya hanya berpikir tentang mencium wanita.
31346	Whassamatta?	mau kencing. Anda berbaring di kandung kemih saya.
31349	lebih baik. . .	mohammmph.
31350	mmmmmmmph.	lebih baik. . .
31351	mmmmmmmph?	mmmmmmmph.
31354	memimpin !	kau basah ?
31357	itu hanya sebuah mimpi .	saya menyebutnya mimpi mandi saya.
31364	turun!	jangan panggil dia.
31365	dia terus bertindak seperti bajingan!	turun!
31366	aku tidak suka neddy.	dia terus bertindak seperti bajingan!
31367	bagaimana dengan neddy?	aku tidak suka neddy.
31368	Aku cinta kamu .	bagaimana dengan neddy?
31369	Aku cinta kamu .	Aku cinta kamu .
31375	bagaimana dengan jay terakhir kita?	panggilan yang bagus.
31379	Anda baik-baik saja ?	hal-hal itu bisa menjadi jahat.
31381	baris terakhir dengan angin?	terus terang, merah, aku tidak peduli!
31385	perempuan tidak bisa menjadi koboi.	oke, petugas pemadam kebakaran.
31386	koboi.	perempuan tidak bisa menjadi koboi.
31390	seks adalah semua yang pernah kamu pikirkan, neddy.	di sana Anda salah mati.
31392	itu tiga puluh persen.	untuk dua malam yang sepi.
31396	Suatu malam di kota.	maksudku . . .
31397	berapa banyak saya berhutang padamu?	Suatu malam di kota.
31401	saya harus .	aw.
31404	apa lagi yang kamu inginkan?	tidak, terima kasih . saya baik-baik saja . berpasir.
31406	kebetulan lainnya.	ya
31408	yakin .	semoga berhasil .
31409	harus mengantarmu ke sini, steve.	yakin .
31419	apa itu tadi ?	oh, itu hanya putriku di kamar mandi.
31423	berapa banyak denganmu?	hanya anakku dan aku.
31425	jadi ayo lakukan.	ayo pergi!
31426	ya, ikuti kami.	jadi ayo lakukan.
31427	jadi saya hanya mengikutimu?	ya, ikuti kami.
31430	kamu suka mobil?	saya mengatakan baru, ini adalah '90.
31464	apa masalah orang ini?	Saya tidak punya ide .
31467	mengapa kamu ingin berhenti?	Aku lelah .
31473	saya berjanji .	kate, scott?
31487	di winnebago.	dengan kata lain, tidak.
31494	sekarang, apakah kotoranmu bersama?	selamanya bersama .
31511	lulus.	mengapa tidak, melawan agamamu?
31512	siapa lagi ?	lulus.
31516	kemudian ?	kemudian berhenti, karena ke sanalah kita pergi.
31529	Anda tidak akan membiarkan dia menyentuhnya?	saya bisa menangani orang kaya, jangan khawatir.
31533	iya nih .	tidak menyukainya, ya?
31537	bagaimana saya tahu Anda akan menepati janji?	yesus christ, muncul, jangan mulai dengan omong kosong ini.
31543	iya nih .	kenapa kamu berhenti?
31544	adalah seperti tidak sekarang lagi?	iya nih .
31545	saya adalah seorang menteri.	adalah seperti tidak sekarang lagi?
31546	Anda seorang pengkhotbah?	saya adalah seorang menteri.
31547	mccoy asli.	Anda seorang pengkhotbah?
31550	Apakah ini nyata ?	iya nih .
31551	ya mereka melakukanya .	Apakah ini nyata ?
31558	bagaimana dia mati?	kecelakaan mobil.
31559	ya dia .	bagaimana dia mati?
31560	dia meninggal ?	ya dia .
31561	di surga .	dia meninggal ?
31562	dimana wanita kecil itu?	di surga .
31563	istriku .	dimana wanita kecil itu?
31564	siapa ini ?	istriku .
31574	bukan kesempatan.	datang lagi ?
31577	di mana kunci rumah motor?	di lemari.
31582	oh, baiklah, permisi semuanya ke neraka.	tentang apa ini, uang?
31583	dia juga tidak. dia terlihat seperti orang Vietnam.	oh, baiklah, permisi semuanya ke neraka.
31589	siapa namamu ?	jacob.
31591	tidak !	semuanya pulang ke rumah!
31592	Aku pergi untuk mereka!	tidak !
31596	oke, oke, aku janji aku akan melakukannya!	tidak cukup baik, bersumpah kepada Tuhan.
31599	saya berjanji .	scott?
31609	tidak ada yang salah dengan tempat ini.	ini rumah yang gagal.
31611	menurutmu ibu akan bilang apa?	Ibu tidak bisa berkata apa-apa, dia sudah mati.
31627	apa yang kamu katakan padaku di kamar.	apa yang aku bilang ?
31628	melakukan apa ?	apa yang kamu katakan padaku di kamar.
31632	apa yang ada di mexico?	mexicans.
31633	mexico.	apa yang ada di mexico?
31634	kemana kamu membawa kami?	mexico.
31635	apa ?	kemana kamu membawa kami?
31641	lihat.	nanti.
31642	saya juga .	lihat.
31643	Maafkan saya .	saya juga .
31650	awasi aku!	kapan saja.
31652	ayah mati.	noooo!
31653	kita harus kembali untuk ayah!	ayah mati.
31667	iya nih .	kamu lebih baik. pergi
31668	Apakah Anda mempercayai saya ?	iya nih .
31669	iya nih .	Apakah Anda mempercayai saya ?
31675	- Anda mandi -	- lihat ini, televisi!
31676	- Anda punya wastafel -	- Anda mandi -
31677	- Anda punya microwave -	- Anda punya wastafel -
31708	saya tidak menggaruk!	kamu menyebut 'dia pembohong?
31709	dia bilang kamu menggaruk.	saya tidak menggaruk!
31722	kamu tidak bisa masuk ke sini.	apa dya maksudnya?
31725	Apa kabar ?	berlarut-larut seumur hidup, begitulah aku!
31728	ya	baik, lalu tanyakan padanya, keledai bodoh.
31732	kotoran saya bersama.	itu tidak terlihat bersama.
31735	dimana kamu?	aku disini bersama mu .
31737	di mana kamu sekarang ?	apa maksudmu ?
31738	bagaimana caranya?	di mana kamu sekarang ?
31739	kamu terlihat hijau.	bagaimana caranya?
31742	seperti itulah penampilanmu.	Anda tahu seperti apa penampilan Anda?
31743	aku terlihat takut?	seperti itulah penampilanmu.
31744	itulah caramu mencari, richie.	aku terlihat takut?
31745	Itu yang kau pikirkan ?	itulah caramu mencari, richie.
31752	mereka putus ketika kamu jatuh.	oh, sial, seth, itu satu-satunya pasangan saya!
31764	saya tidak tahu, Anda baru saja pingsan.	aku melakukannya ?
31765	ya saya berpikir begitu . apa yang terjadi ?	saya tidak tahu, Anda baru saja pingsan.
31766	Anda baik-baik saja ?	ya saya berpikir begitu . apa yang terjadi ?
31771	pelankan suaramu .	atau apa ?
31780	apa artinya ?	apa ?
31783	sepatutnya dicatat . sekarang, diam.	mereka akan mencari van.
